sale_id,sale_date,product_id,store_id,quantity,payment_method
27405,2023-08-05,178,11,2,Cash
27406,2023-08-05,91,47,2,Online
27407,2023-08-05,8,16,3,Cash
27408,2023-08-05,84,15,3,Online
27409,2023-08-05,86,14,1,Online
27410,2023-08-05,50,5,1,Card
27411,2023-08-05,34,5,2,Online
27412,2023-08-05,130,22,3,Card
27413,2023-08-05,87,5,2,Card
27414,2023-08-05,61,50,1,Online
27415,2023-08-05,48,41,2,Cash
27416,2023-08-05,21,38,2,Online
27417,2023-08-05,64,7,2,Card
27418,2023-08-05,116,12,2,Online
27419,2023-08-05,95,20,1,Card
27420,2023-08-05,132,43,2,Online
27421,2023-08-05,101,1,1,Online
27422,2023-08-05,176,47,2,Card
27423,2023-08-05,178,7,1,Card
27424,2023-08-05,1,35,1,Cash
27425,2023-08-05,125,20,3,Card
27426,2023-08-05,41,23,2,Online
27427,2023-08-05,140,26,1,Online
27428,2023-08-05,195,48,2,Cash
27429,2023-08-05,136,24,2,Cash
27430,2023-08-06,13,41,3,Cash
27431,2023-08-06,50,1,2,Online
27432,2023-08-06,30,23,2,Card
27433,2023-08-06,24,4,2,Card
27434,2023-08-06,138,30,1,Cash
27435,2023-08-06,161,30,1,Cash
27436,2023-08-06,193,8,1,Online
27437,2023-08-06,80,41,1,Online
27438,2023-08-06,117,5,1,Cash
27439,2023-08-06,51,27,2,Card
27440,2023-08-06,3,28,1,Cash
27441,2023-08-06,143,45,3,Card
27442,2023-08-06,159,34,3,Cash
27443,2023-08-06,195,23,3,Card
27444,2023-08-06,183,43,2,Card
27445,2023-08-06,190,4,2,Online
27446,2023-08-06,163,22,2,Online
27447,2023-08-06,184,38,3,Cash
27448,2023-08-06,85,12,2,Cash
27449,2023-08-06,122,45,2,Online
27450,2023-08-06,16,39,1,Cash
27451,2023-08-06,97,41,1,Card
27452,2023-08-06,51,41,3,Card
27453,2023-08-06,66,18,1,Cash
27454,2023-08-06,98,11,1,Cash
27455,2023-08-06,7,16,1,Cash
27456,2023-08-06,79,44,2,Online
27457,2023-08-06,44,3,3,Cash
27458,2023-08-06,52,21,1,Online
27459,2023-08-06,97,33,3,Online
27460,2023-08-06,132,44,3,Online
27461,2023-08-06,59,5,1,Card
27462,2023-08-06,152,26,1,Online
27463,2023-08-06,131,27,2,Card
27464,2023-08-06,139,17,2,Card
27465,2023-08-06,17,43,1,Cash
27466,2023-08-06,153,5,2,Cash
27467,2023-08-06,98,10,1,Online
27468,2023-08-06,29,32,3,Online
27469,2023-08-06,79,9,2,Online
27470,2023-08-06,1,13,1,Cash
27471,2023-08-06,2,49,3,Cash
27472,2023-08-06,170,37,1,Cash
27473,2023-08-06,160,8,2,Card
27474,2023-08-06,35,23,3,Card
27475,2023-08-06,180,10,3,Cash
27476,2023-08-06,199,38,3,Online
27477,2023-08-06,27,8,1,Cash
27478,2023-08-06,9,22,3,Card
27479,2023-08-06,4,6,1,Online
27480,2023-08-06,67,44,2,Cash
27481,2023-08-06,180,13,2,Cash
27482,2023-08-06,179,10,2,Card
27483,2023-08-06,126,16,1,Online
27484,2023-08-06,44,39,1,Card
27485,2023-08-06,27,11,1,Online
27486,2023-08-06,48,4,3,Online
27487,2023-08-06,83,22,2,Cash
27488,2023-08-06,159,13,2,Cash
27489,2023-08-06,97,46,3,Online
27490,2023-08-06,199,35,2,Online
27491,2023-08-06,28,18,3,Cash
27492,2023-08-06,56,2,2,Card
27493,2023-08-06,96,26,3,Online
27494,2023-08-06,51,2,3,Cash
27495,2023-08-06,186,41,3,Cash
27496,2023-08-06,64,33,3,Card
27497,2023-08-06,82,42,2,Card
27498,2023-08-06,116,25,1,Cash
27499,2023-08-06,69,12,3,Cash
27500,2023-08-06,60,13,2,Card
27501,2023-08-06,61,2,3,Card
27502,2023-08-06,122,6,2,Cash
27503,2023-08-07,35,47,1,Card
27504,2023-08-07,21,48,1,Online
27505,2023-08-07,92,19,1,Card
27506,2023-08-07,146,8,2,Cash
27507,2023-08-07,165,47,1,Cash
27508,2023-08-07,39,34,2,Cash
27509,2023-08-07,82,27,3,Cash
27510,2023-08-07,153,26,1,Cash
27511,2023-08-07,197,9,3,Card
27512,2023-08-07,191,35,2,Cash
27513,2023-08-07,95,6,1,Card
27514,2023-08-07,123,10,2,Card
27515,2023-08-07,172,39,1,Card
27516,2023-08-07,93,23,3,Cash
27517,2023-08-07,132,19,3,Online
27518,2023-08-07,53,7,1,Cash
27519,2023-08-07,69,20,2,Online
27520,2023-08-07,69,14,1,Card
27521,2023-08-07,73,39,3,Online
27522,2023-08-07,177,12,1,Online
27523,2023-08-07,122,50,3,Card
27524,2023-08-07,129,5,1,Card
27525,2023-08-07,132,33,3,Online
27526,2023-08-07,159,1,1,Online
27527,2023-08-07,46,10,2,Online
27528,2023-08-07,145,23,1,Online
27529,2023-08-07,14,27,1,Online
27530,2023-08-07,194,20,2,Cash
27531,2023-08-07,7,24,1,Cash
27532,2023-08-07,52,3,2,Online
27533,2023-08-07,87,32,1,Cash
27534,2023-08-07,144,32,2,Online
27535,2023-08-07,54,14,3,Card
27536,2023-08-07,130,2,3,Online
27537,2023-08-07,198,2,1,Cash
27538,2023-08-07,112,4,2,Online
27539,2023-08-07,76,32,2,Online
27540,2023-08-07,197,9,1,Card
27541,2023-08-07,46,22,2,Online
27542,2023-08-07,178,48,3,Cash
27543,2023-08-07,117,7,3,Online
27544,2023-08-07,143,2,2,Card
27545,2023-08-07,118,26,3,Cash
27546,2023-08-07,44,37,2,Cash
27547,2023-08-07,92,36,3,Card
27548,2023-08-07,195,31,3,Cash
27549,2023-08-07,124,44,1,Cash
27550,2023-08-07,121,28,3,Online
27551,2023-08-07,173,38,3,Online
27552,2023-08-07,94,40,1,Card
27553,2023-08-07,58,3,2,Card
27554,2023-08-07,57,50,1,Online
27555,2023-08-07,157,30,2,Cash
27556,2023-08-07,101,16,3,Online
27557,2023-08-07,93,40,1,Card
27558,2023-08-07,1,3,3,Card
27559,2023-08-07,74,4,2,Cash
27560,2023-08-07,62,37,2,Cash
27561,2023-08-07,84,8,1,Online
27562,2023-08-07,2,38,1,Online
27563,2023-08-07,54,6,3,Card
27564,2023-08-07,178,33,1,Online
27565,2023-08-07,150,34,3,Card
27566,2023-08-07,148,5,2,Online
27567,2023-08-07,99,40,1,Card
27568,2023-08-07,97,47,3,Card
27569,2023-08-07,60,38,1,Online
27570,2023-08-07,141,37,1,Cash
27571,2023-08-07,150,8,3,Online
27572,2023-08-07,1,31,1,Online
27573,2023-08-07,42,50,1,Online
27574,2023-08-07,152,50,3,Card
27575,2023-08-07,32,18,3,Cash
27576,2023-08-07,158,32,3,Cash
27577,2023-08-07,72,34,2,Cash
27578,2023-08-07,116,44,1,Card
27579,2023-08-07,194,47,2,Card
27580,2023-08-07,75,24,1,Card
27581,2023-08-07,164,47,2,Online
27582,2023-08-07,102,33,3,Card
27583,2023-08-07,141,2,2,Card
27584,2023-08-07,128,45,3,Cash
27585,2023-08-07,200,46,1,Cash
27586,2023-08-07,162,13,3,Online
27587,2023-08-07,137,24,3,Card
27588,2023-08-07,173,35,2,Cash
27589,2023-08-07,149,6,1,Online
27590,2023-08-07,48,5,1,Card
27591,2023-08-07,15,48,2,Online
27592,2023-08-07,76,25,2,Online
27593,2023-08-07,100,7,2,Online
27594,2023-08-07,122,38,2,Online
27595,2023-08-07,145,13,3,Online
27596,2023-08-07,36,26,3,Card
27597,2023-08-07,135,6,1,Online
27598,2023-08-07,64,47,2,Cash
27599,2023-08-07,151,43,2,Online
27600,2023-08-07,72,41,1,Online
27601,2023-08-07,170,2,2,Online
27602,2023-08-07,75,22,1,Cash
27603,2023-08-07,80,9,1,Card
27604,2023-08-07,185,47,1,Cash
27605,2023-08-07,177,27,3,Card
27606,2023-08-07,90,8,3,Online
27607,2023-08-07,151,50,3,Card
27608,2023-08-07,7,13,2,Online
27609,2023-08-07,187,17,1,Cash
27610,2023-08-07,149,35,1,Card
27611,2023-08-07,130,32,3,Online
27612,2023-08-07,56,14,1,Card
27613,2023-08-07,41,8,1,Cash
27614,2023-08-07,58,43,3,Card
27615,2023-08-07,131,40,2,Card
27616,2023-08-07,34,37,1,Card
27617,2023-08-07,95,7,2,Online
27618,2023-08-07,45,7,3,Online
27619,2023-08-07,195,13,2,Online
27620,2023-08-07,37,14,3,Cash
27621,2023-08-07,138,6,3,Card
27622,2023-08-07,37,46,2,Cash
27623,2023-08-07,124,28,1,Cash
27624,2023-08-07,71,9,1,Card
27625,2023-08-07,67,5,2,Card
27626,2023-08-07,139,44,1,Online
27627,2023-08-07,167,4,2,Cash
27628,2023-08-07,124,44,3,Online
27629,2023-08-07,160,41,3,Card
27630,2023-08-07,147,45,3,Card
27631,2023-08-07,162,4,1,Online
27632,2023-08-07,133,40,3,Online
27633,2023-08-07,45,25,2,Cash
27634,2023-08-07,197,37,1,Online
27635,2023-08-07,166,25,2,Card
27636,2023-08-07,15,33,3,Card
27637,2023-08-07,95,27,3,Cash
27638,2023-08-07,8,11,3,Cash
27639,2023-08-07,150,22,3,Card
27640,2023-08-07,7,15,2,Online
27641,2023-08-07,50,23,3,Card
27642,2023-08-07,55,18,1,Card
27643,2023-08-07,100,4,2,Online
27644,2023-08-07,177,34,2,Card
27645,2023-08-07,122,39,3,Cash
27646,2023-08-07,108,47,3,Online
27647,2023-08-07,32,39,2,Cash
27648,2023-08-07,12,38,3,Card
27649,2023-08-07,97,45,1,Card
27650,2023-08-07,126,29,2,Card
27651,2023-08-07,27,23,2,Card
27652,2023-08-07,51,41,1,Card
27653,2023-08-07,175,20,3,Cash
27654,2023-08-07,157,3,1,Cash
27655,2023-08-07,142,2,1,Online
27656,2023-08-07,17,20,1,Online
27657,2023-08-07,67,10,1,Card
27658,2023-08-07,67,33,1,Cash
27659,2023-08-07,86,24,3,Card
27660,2023-08-07,43,4,2,Card
27661,2023-08-07,81,9,1,Card
27662,2023-08-07,21,39,1,Online
27663,2023-08-07,108,41,3,Cash
27664,2023-08-07,119,24,1,Online
27665,2023-08-07,14,37,2,Card
27666,2023-08-07,2,33,1,Cash
27667,2023-08-07,134,34,3,Online
27668,2023-08-07,3,28,3,Card
27669,2023-08-07,61,50,1,Online
27670,2023-08-07,33,33,2,Online
27671,2023-08-07,176,40,3,Online
27672,2023-08-07,159,44,1,Online
27673,2023-08-07,114,10,1,Card
27674,2023-08-07,47,36,3,Online
27675,2023-08-07,28,23,1,Cash
27676,2023-08-07,111,39,3,Cash
27677,2023-08-08,128,7,3,Cash
27678,2023-08-08,7,12,1,Online
27679,2023-08-08,121,29,1,Card
27680,2023-08-08,57,5,1,Card
27681,2023-08-08,91,50,3,Card
27682,2023-08-08,17,27,1,Online
27683,2023-08-08,132,33,1,Cash
27684,2023-08-08,130,40,3,Card
27685,2023-08-08,174,47,1,Cash
27686,2023-08-08,95,30,2,Card
27687,2023-08-08,177,40,3,Cash
27688,2023-08-08,30,5,3,Cash
27689,2023-08-08,158,36,1,Card
27690,2023-08-08,112,44,1,Online
27691,2023-08-08,199,35,3,Online
27692,2023-08-08,168,39,1,Online
27693,2023-08-08,31,10,3,Cash
27694,2023-08-08,77,31,1,Card
27695,2023-08-08,61,36,3,Card
27696,2023-08-08,9,7,1,Card
27697,2023-08-08,162,19,1,Online
27698,2023-08-08,197,13,1,Card
27699,2023-08-08,157,28,3,Cash
27700,2023-08-08,16,30,1,Card
27701,2023-08-08,81,14,1,Online
27702,2023-08-08,110,9,3,Card
27703,2023-08-08,115,6,3,Card
27704,2023-08-08,150,34,2,Online
27705,2023-08-08,51,4,1,Card
27706,2023-08-08,127,28,1,Card
27707,2023-08-08,14,40,3,Card
27708,2023-08-08,188,40,1,Online
27709,2023-08-08,123,44,2,Card
27710,2023-08-08,63,31,3,Card
27711,2023-08-08,194,42,2,Online
27712,2023-08-08,107,36,1,Card
27713,2023-08-08,177,4,3,Card
27714,2023-08-08,155,10,3,Cash
27715,2023-08-08,79,8,2,Online
27716,2023-08-08,162,24,3,Online
27717,2023-08-08,173,47,1,Cash
27718,2023-08-08,61,15,2,Cash
27719,2023-08-08,7,14,2,Card
27720,2023-08-08,101,3,1,Cash
27721,2023-08-08,133,21,2,Cash
27722,2023-08-08,54,36,2,Online
27723,2023-08-08,113,50,1,Cash
27724,2023-08-08,108,34,3,Online
27725,2023-08-08,127,13,1,Card
27726,2023-08-08,64,28,2,Cash
27727,2023-08-08,64,45,1,Cash
27728,2023-08-08,173,8,3,Cash
27729,2023-08-08,160,19,2,Online
27730,2023-08-08,119,23,3,Cash
27731,2023-08-08,64,2,1,Cash
27732,2023-08-08,3,32,1,Cash
27733,2023-08-08,140,5,2,Cash
27734,2023-08-08,74,33,1,Cash
27735,2023-08-08,6,49,2,Cash
27736,2023-08-08,35,50,2,Cash
27737,2023-08-08,85,42,2,Card
27738,2023-08-08,200,12,2,Cash
27739,2023-08-08,155,21,3,Online
27740,2023-08-08,80,50,1,Card
27741,2023-08-08,29,45,1,Card
27742,2023-08-08,49,23,3,Card
27743,2023-08-08,140,43,1,Card
27744,2023-08-08,50,20,3,Cash
27745,2023-08-08,37,34,1,Online
27746,2023-08-08,85,29,2,Cash
27747,2023-08-08,170,14,2,Cash
27748,2023-08-08,61,37,1,Card
27749,2023-08-08,184,7,1,Online
27750,2023-08-08,87,1,1,Card
27751,2023-08-08,137,43,3,Card
27752,2023-08-08,82,49,1,Card
27753,2023-08-08,101,33,2,Online
27754,2023-08-08,161,4,3,Online
27755,2023-08-08,11,26,3,Cash
27756,2023-08-08,90,31,1,Online
27757,2023-08-08,129,41,3,Online
27758,2023-08-08,38,3,2,Card
27759,2023-08-08,24,16,2,Online
27760,2023-08-08,45,35,1,Online
27761,2023-08-08,25,12,2,Cash
27762,2023-08-08,103,19,1,Cash
27763,2023-08-08,161,26,3,Card
27764,2023-08-08,165,36,1,Cash
27765,2023-08-08,106,34,2,Cash
27766,2023-08-08,195,44,1,Card
27767,2023-08-08,9,11,3,Cash
27768,2023-08-08,191,5,1,Cash
27769,2023-08-08,28,49,1,Card
27770,2023-08-08,139,20,2,Cash
27771,2023-08-08,61,34,2,Card
27772,2023-08-08,132,19,3,Online
27773,2023-08-08,178,15,3,Card
27774,2023-08-08,147,33,1,Online
27775,2023-08-08,33,11,2,Cash
27776,2023-08-08,145,7,1,Card
27777,2023-08-08,170,47,2,Online
27778,2023-08-08,169,36,1,Cash
27779,2023-08-08,121,45,2,Cash
27780,2023-08-08,28,20,1,Card
27781,2023-08-08,193,31,1,Online
27782,2023-08-08,155,24,1,Cash
27783,2023-08-08,16,49,2,Card
27784,2023-08-08,2,22,3,Online
27785,2023-08-08,152,37,1,Card
27786,2023-08-08,31,8,1,Online
27787,2023-08-08,77,19,3,Card
27788,2023-08-08,191,43,2,Online
27789,2023-08-08,180,7,3,Card
27790,2023-08-08,147,50,2,Cash
27791,2023-08-08,76,1,2,Cash
27792,2023-08-08,21,15,2,Online
27793,2023-08-08,26,39,2,Online
27794,2023-08-08,197,43,2,Card
27795,2023-08-08,81,17,3,Online
27796,2023-08-08,93,11,1,Card
27797,2023-08-08,95,49,3,Online
27798,2023-08-08,120,9,3,Card
27799,2023-08-08,94,1,2,Card
27800,2023-08-08,38,18,1,Cash
27801,2023-08-08,1,34,2,Online
27802,2023-08-08,23,21,2,Cash
27803,2023-08-08,157,37,1,Cash
27804,2023-08-08,159,44,3,Cash
27805,2023-08-08,75,27,2,Cash
27806,2023-08-08,153,29,1,Card
27807,2023-08-08,185,19,3,Cash
27808,2023-08-08,91,18,2,Online
27809,2023-08-08,155,38,2,Card
27810,2023-08-08,48,28,1,Card
27811,2023-08-08,133,48,2,Card
27812,2023-08-08,170,1,1,Cash
27813,2023-08-08,64,44,1,Online
27814,2023-08-08,186,42,2,Cash
27815,2023-08-08,153,25,3,Card
27816,2023-08-08,199,35,1,Online
27817,2023-08-08,102,25,1,Online
27818,2023-08-08,130,9,3,Card
27819,2023-08-08,160,2,2,Cash
27820,2023-08-08,108,9,1,Online
27821,2023-08-08,164,20,1,Card
27822,2023-08-08,30,1,1,Cash
27823,2023-08-08,184,49,1,Cash
27824,2023-08-08,170,13,1,Online
27825,2023-08-08,29,5,1,Cash
27826,2023-08-08,100,16,1,Online
27827,2023-08-08,138,36,2,Online
27828,2023-08-08,77,38,2,Card
27829,2023-08-08,107,34,2,Card
27830,2023-08-08,52,18,3,Online
27831,2023-08-08,32,23,3,Cash
27832,2023-08-08,147,6,1,Cash
27833,2023-08-08,21,39,1,Card
27834,2023-08-08,50,45,3,Card
27835,2023-08-08,9,21,2,Online
27836,2023-08-08,15,18,1,Card
27837,2023-08-08,180,20,3,Online
27838,2023-08-08,66,17,3,Online
27839,2023-08-08,98,49,3,Card
27840,2023-08-08,78,9,3,Cash
27841,2023-08-08,184,5,1,Card
27842,2023-08-08,114,1,3,Online
27843,2023-08-08,164,3,2,Cash
27844,2023-08-08,163,3,1,Cash
27845,2023-08-08,105,50,3,Cash
27846,2023-08-08,87,7,3,Online
27847,2023-08-08,119,7,1,Card
27848,2023-08-08,6,44,2,Card
27849,2023-08-08,110,17,2,Cash
27850,2023-08-08,137,37,3,Online
27851,2023-08-08,39,10,3,Card
27852,2023-08-08,10,5,2,Online
27853,2023-08-08,66,48,3,Online
27854,2023-08-08,125,37,1,Online
27855,2023-08-08,166,43,2,Online
27856,2023-08-09,165,15,2,Online
27857,2023-08-09,16,22,2,Cash
27858,2023-08-09,111,16,1,Online
27859,2023-08-09,155,46,1,Card
27860,2023-08-09,92,3,1,Card
27861,2023-08-09,169,44,3,Cash
27862,2023-08-09,27,22,1,Online
27863,2023-08-09,168,2,3,Cash
27864,2023-08-09,84,2,3,Card
27865,2023-08-09,182,31,3,Online
27866,2023-08-09,74,50,3,Online
27867,2023-08-09,196,8,2,Online
27868,2023-08-09,194,35,3,Online
27869,2023-08-09,15,13,3,Online
27870,2023-08-09,60,3,1,Online
27871,2023-08-09,61,31,2,Online
27872,2023-08-09,171,48,3,Cash
27873,2023-08-09,199,14,3,Cash
27874,2023-08-09,177,7,1,Cash
27875,2023-08-09,118,2,3,Online
27876,2023-08-09,181,19,2,Online
27877,2023-08-09,83,30,1,Online
27878,2023-08-09,17,14,2,Cash
27879,2023-08-09,16,12,3,Cash
27880,2023-08-09,112,8,2,Online
27881,2023-08-09,26,46,3,Card
27882,2023-08-09,55,27,1,Cash
27883,2023-08-09,107,32,1,Card
27884,2023-08-09,102,38,2,Card
27885,2023-08-09,2,12,2,Online
27886,2023-08-09,136,40,1,Cash
27887,2023-08-09,122,7,2,Card
27888,2023-08-09,63,11,2,Online
27889,2023-08-09,168,21,3,Online
27890,2023-08-09,127,35,1,Cash
27891,2023-08-09,89,48,1,Online
27892,2023-08-09,152,19,1,Card
27893,2023-08-09,170,45,3,Card
27894,2023-08-09,60,5,3,Card
27895,2023-08-09,96,9,3,Card
27896,2023-08-09,107,30,2,Online
27897,2023-08-09,125,35,2,Online
27898,2023-08-09,170,1,2,Online
27899,2023-08-09,77,8,1,Card
27900,2023-08-09,171,48,2,Online
27901,2023-08-09,24,6,2,Cash
27902,2023-08-09,74,2,3,Card
27903,2023-08-09,38,50,2,Cash
27904,2023-08-09,109,39,3,Card
27905,2023-08-09,170,38,2,Online
27906,2023-08-09,115,27,3,Card
27907,2023-08-09,158,37,1,Cash
27908,2023-08-09,120,36,1,Online
27909,2023-08-09,31,26,1,Card
27910,2023-08-09,30,49,1,Card
27911,2023-08-09,152,46,3,Card
27912,2023-08-09,70,43,1,Card
27913,2023-08-09,145,31,1,Cash
27914,2023-08-09,142,16,2,Cash
27915,2023-08-09,1,16,1,Cash
27916,2023-08-09,19,24,2,Card
27917,2023-08-09,193,41,2,Cash
27918,2023-08-09,18,35,1,Cash
27919,2023-08-09,176,43,2,Online
27920,2023-08-09,79,40,1,Online
27921,2023-08-09,47,49,2,Card
27922,2023-08-09,97,1,3,Online
27923,2023-08-09,159,19,1,Cash
27924,2023-08-09,7,8,1,Cash
27925,2023-08-09,39,9,1,Online
27926,2023-08-09,197,41,1,Online
27927,2023-08-09,89,18,1,Cash
27928,2023-08-09,96,29,1,Cash
27929,2023-08-09,51,49,3,Card
27930,2023-08-09,65,32,1,Online
27931,2023-08-09,120,36,1,Cash
27932,2023-08-09,29,39,2,Online
27933,2023-08-09,183,21,3,Online
27934,2023-08-09,123,15,2,Cash
27935,2023-08-09,83,43,2,Online
27936,2023-08-09,98,4,3,Card
27937,2023-08-09,111,4,2,Online
27938,2023-08-09,112,27,2,Card
27939,2023-08-09,24,10,2,Cash
27940,2023-08-09,75,47,3,Card
27941,2023-08-09,165,36,1,Card
27942,2023-08-09,135,21,2,Online
27943,2023-08-09,117,22,1,Online
27944,2023-08-09,85,32,3,Online
27945,2023-08-09,11,2,2,Online
27946,2023-08-09,60,10,2,Online
27947,2023-08-09,150,31,3,Cash
27948,2023-08-09,104,4,2,Cash
27949,2023-08-09,190,4,1,Card
27950,2023-08-09,156,34,3,Cash
27951,2023-08-09,184,6,3,Cash
27952,2023-08-09,158,22,3,Cash
27953,2023-08-09,128,36,1,Online
27954,2023-08-09,189,15,1,Online
27955,2023-08-09,86,40,3,Online
27956,2023-08-09,97,36,1,Card
27957,2023-08-09,82,8,1,Card
27958,2023-08-09,179,5,3,Cash
27959,2023-08-09,99,23,1,Card
27960,2023-08-09,168,7,1,Online
27961,2023-08-09,39,49,1,Cash
27962,2023-08-09,107,10,3,Cash
27963,2023-08-09,98,49,2,Online
27964,2023-08-09,141,15,2,Online
27965,2023-08-09,158,40,2,Cash
27966,2023-08-09,85,10,1,Online
27967,2023-08-09,78,35,3,Cash
27968,2023-08-09,82,10,2,Online
27969,2023-08-09,120,44,3,Cash
27970,2023-08-09,189,13,3,Online
27971,2023-08-09,96,6,2,Online
27972,2023-08-09,103,37,2,Cash
27973,2023-08-09,157,20,3,Card
27974,2023-08-09,20,34,3,Cash
27975,2023-08-09,153,40,1,Online
27976,2023-08-09,120,35,1,Card
27977,2023-08-09,101,27,1,Card
27978,2023-08-09,66,23,3,Online
27979,2023-08-09,189,1,3,Online
27980,2023-08-09,110,7,3,Card
27981,2023-08-09,14,2,1,Cash
27982,2023-08-09,106,21,1,Cash
27983,2023-08-09,48,1,1,Card
27984,2023-08-09,52,24,2,Card
27985,2023-08-09,155,7,1,Card
27986,2023-08-09,80,42,2,Cash
27987,2023-08-09,176,22,3,Online
27988,2023-08-09,92,25,3,Card
27989,2023-08-09,46,7,3,Cash
27990,2023-08-09,34,33,3,Online
27991,2023-08-09,82,14,2,Card
27992,2023-08-09,27,17,1,Cash
27993,2023-08-09,25,41,3,Card
27994,2023-08-09,46,26,2,Cash
27995,2023-08-09,103,13,1,Card
27996,2023-08-09,28,23,1,Cash
27997,2023-08-09,12,46,2,Online
27998,2023-08-09,58,2,3,Cash
27999,2023-08-09,75,21,1,Cash
28000,2023-08-09,9,50,1,Cash
28001,2023-08-09,83,40,1,Card
28002,2023-08-09,115,24,2,Online
28003,2023-08-09,124,28,3,Cash
28004,2023-08-09,120,7,1,Card
28005,2023-08-09,145,21,1,Online
28006,2023-08-09,130,18,2,Online
28007,2023-08-09,178,7,2,Cash
28008,2023-08-09,131,20,2,Cash
28009,2023-08-09,37,29,1,Online
28010,2023-08-09,154,10,2,Cash
28011,2023-08-09,78,6,3,Online
28012,2023-08-09,181,32,3,Cash
28013,2023-08-09,62,15,1,Cash
28014,2023-08-09,109,24,2,Online
28015,2023-08-09,159,29,2,Cash
28016,2023-08-09,62,23,2,Cash
28017,2023-08-09,181,9,1,Online
28018,2023-08-09,40,9,2,Online
28019,2023-08-09,112,7,3,Card
28020,2023-08-09,117,43,1,Cash
28021,2023-08-09,23,12,3,Cash
28022,2023-08-09,142,23,3,Card
28023,2023-08-09,177,5,2,Cash
28024,2023-08-09,167,38,2,Online
28025,2023-08-09,141,46,3,Online
28026,2023-08-09,64,15,3,Online
28027,2023-08-09,30,6,3,Online
28028,2023-08-09,147,28,3,Cash
28029,2023-08-09,93,20,1,Card
28030,2023-08-09,36,44,2,Online
28031,2023-08-09,102,17,1,Online
28032,2023-08-10,7,41,2,Card
28033,2023-08-10,79,14,1,Online
28034,2023-08-10,3,4,3,Online
28035,2023-08-10,157,22,1,Online
28036,2023-08-10,18,22,2,Online
28037,2023-08-10,46,32,2,Cash
28038,2023-08-10,196,50,2,Online
28039,2023-08-10,64,43,2,Cash
28040,2023-08-10,40,39,3,Cash
28041,2023-08-10,197,11,2,Cash
28042,2023-08-10,89,16,3,Card
28043,2023-08-10,82,13,1,Cash
28044,2023-08-10,51,21,3,Card
28045,2023-08-10,133,45,2,Cash
28046,2023-08-10,16,37,2,Cash
28047,2023-08-10,135,18,2,Card
28048,2023-08-10,111,46,1,Cash
28049,2023-08-10,69,12,2,Card
28050,2023-08-10,188,32,3,Online
28051,2023-08-10,120,12,2,Cash
28052,2023-08-10,197,6,1,Online
28053,2023-08-10,157,11,3,Cash
28054,2023-08-10,28,42,3,Cash
28055,2023-08-10,131,50,3,Cash
28056,2023-08-10,171,38,1,Online
28057,2023-08-10,10,30,2,Cash
28058,2023-08-10,136,22,3,Card
28059,2023-08-10,45,39,1,Cash
28060,2023-08-10,35,6,3,Card
28061,2023-08-10,86,8,2,Card
28062,2023-08-10,110,41,2,Cash
28063,2023-08-10,190,13,2,Card
28064,2023-08-10,19,4,2,Cash
28065,2023-08-10,113,30,3,Online
28066,2023-08-10,143,46,3,Card
28067,2023-08-10,187,27,3,Card
28068,2023-08-10,165,48,3,Card
28069,2023-08-10,61,10,2,Card
28070,2023-08-10,7,24,3,Card
28071,2023-08-10,193,49,1,Card
28072,2023-08-10,5,9,3,Cash
28073,2023-08-10,25,39,1,Card
28074,2023-08-10,3,47,2,Online
28075,2023-08-10,170,50,1,Card
28076,2023-08-10,183,34,1,Card
28077,2023-08-10,198,5,2,Cash
28078,2023-08-10,164,10,2,Online
28079,2023-08-10,91,42,3,Card
28080,2023-08-10,167,10,2,Card
28081,2023-08-10,66,28,3,Online
28082,2023-08-10,61,19,2,Cash
28083,2023-08-10,46,49,1,Cash
28084,2023-08-10,142,13,2,Cash
28085,2023-08-10,20,13,1,Cash
28086,2023-08-10,173,32,1,Cash
28087,2023-08-10,33,2,2,Card
28088,2023-08-10,141,19,1,Online
28089,2023-08-10,7,1,2,Card
28090,2023-08-10,56,20,2,Card
28091,2023-08-10,101,12,1,Card
28092,2023-08-10,186,39,1,Online
28093,2023-08-10,19,32,1,Card
28094,2023-08-10,46,18,1,Cash
28095,2023-08-10,68,30,2,Cash
28096,2023-08-10,175,2,2,Online
28097,2023-08-10,181,17,2,Cash
28098,2023-08-10,126,25,1,Online
28099,2023-08-10,142,10,2,Online
28100,2023-08-10,95,37,3,Card
28101,2023-08-10,143,19,3,Cash
28102,2023-08-10,192,32,2,Online
28103,2023-08-10,100,24,2,Online
28104,2023-08-10,142,32,2,Online
28105,2023-08-10,192,49,3,Online
28106,2023-08-10,65,7,1,Cash
28107,2023-08-10,1,33,3,Card
28108,2023-08-10,24,4,2,Cash
28109,2023-08-10,57,22,3,Online
28110,2023-08-10,29,26,3,Cash
28111,2023-08-10,196,7,3,Cash
28112,2023-08-10,172,17,3,Card
28113,2023-08-10,196,25,3,Card
28114,2023-08-10,149,21,2,Online
28115,2023-08-10,99,43,3,Card
28116,2023-08-10,103,45,2,Cash
28117,2023-08-10,48,43,1,Card
28118,2023-08-10,110,42,1,Card
28119,2023-08-10,188,21,1,Cash
28120,2023-08-10,187,4,3,Card
28121,2023-08-10,29,49,1,Card
28122,2023-08-10,188,15,2,Online
28123,2023-08-10,134,22,2,Online
28124,2023-08-10,197,43,2,Online
28125,2023-08-10,77,5,3,Card
28126,2023-08-10,177,20,1,Card
